*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_6B3185CDCE842B0D	BHFPMI40	次级魔法聚焦器原材料勘探							寻找可用于制造以下部件的材料：魔法聚焦器。		
_B12F05788ADC5CA4	BHFPMJ01	50 米矿床追踪							将矿床追踪距离设为 $fg_ld_range 米。	设定距离 1 - 距离：$fg_ld_range	
_D4B7CA9E6D9A59DB	BHFPMJ02	100 米矿床追踪							将矿床追踪距离设为 $fg_ld_range 米。	设定距离 2 - 距离：$fg_ld_range	
_D4C7CA9EED9A59DB	BHFPMJ03	200 米矿床追踪							将矿床追踪距离设为 $fg_ld_range 米。	设定距离 3 - 距离：$fg_ld_range	
_D4D7CAA36E9A59DB	BHFPMJ04	350 米矿床追踪							将矿床追踪距离设为 $fg_ld_range 米。	设定距离 4 - 距离：$fg_ld_range	
_D4E7CA9E2F9A59DB	BHFPMJ05	500 米矿床追踪							将矿床追踪距离设为 $fg_ld_range 米。	设定距离 5 - 距离：$fg_ld_range	
_A871672EDC1D2DD5	BHFPMC01	设定距离 1							将勘探距离设为 $fg_range 米。	设定距离 1 - 距离：$fg_range	
_E61EEA50971A3FE2	BHFPMC02	设定距离 2							将勘探距离设为 $fg_range 米。	设定距离 2 - 距离：$fg_range	
_E62EEA50D72A3FE2	BHFPMC03	设定距离 3							将勘探距离设为 $fg_range 米。	设定距离 3 - 距离：$fg_range	
_E63EEA50183A3FE2	BHFPMC04	设定距离 4							将勘探距离设为 $fg_range 米。	设定距离 4 - 距离：$fg_range	
_E64EEA50584A3FE2	BHFPMC05	设定距离 5							将勘探距离设为 $fg_range 米。	设定距离 5 - 距离：$fg_range	
_E65EEA50985A3FE2	BHFPMC06	设定距离 6							将勘探距离设为 $fg_range 米。	设定距离 6 - 距离：$fg_range	
_E66EEA50D86A3FE2	BHFPMC07	设定距离 7							将勘探距离设为 $fg_range 米。	设定距离 7 - 距离：$fg_range	
_FC4686242A7FC041	BHFPMD01	设定角度 1							将勘探角度设为 $fg_angle。	设定角度 1 - 角度：$fg_angle	
_FC5686256A7FC041	BHFPMD02	设定角度 2							将勘探角度设为 $fg_angle。	设定角度 2 - 角度：$fg_angle	
_FC668626AA7FC041	BHFPMD03	设定角度 3							将勘探角度设为 $fg_angle。	设定角度 3 - 角度：$fg_angle	
_FC768627EB7FC041	BHFPMD04	设定角度 4							将勘探角度设为 $fg_angle。	设定角度 4 - 角度：$fg_angle	
_FC8686282B7FC041	BHFPMD05	设定角度 5							将勘探角度设为 $fg_angle。	设定角度 5 - 角度：$fg_angle	
_FC9686296B7FC041	BHFPMD06	设定角度 6							将勘探角度设为 $fg_angle。	设定角度 6 - 角度：$fg_angle	
_FCA6862AAB7FC041	BHFPMD07	设定角度 7							将勘探角度设为 $fg_angle。	设定角度 7 - 角度：$fg_angle	
_6831635C18CB02A3	BHFPME01	多重矿源 1							让你一次最多找到 $fg_multi 个矿源。	多重矿源 1 - 矿源数量：$fg_multi	
_6831675C58DB02A3	BHFPME02	多重矿源 2							让你一次最多找到 $fg_multi 个矿源。	多重矿源 2 - 矿源数量：$fg_multi	
_68316B5C98EB02A3	BHFPME03	多重矿源 3							让你一次最多找到 $fg_multi 个矿源。	多重矿源 3 - 矿源数量：$fg_multi	
_68316F5CD9FB02A3	BHFPME04	多重矿源 4							让你一次最多找到 $fg_multi 个矿源。	多重矿源 4 - 矿源数量：$fg_multi	
_6831735C190B02A3	BHFPME05	多重矿源 5							让你一次最多找到 $fg_multi 个矿源。	多重矿源 5 - 矿源数量：$fg_multi	
_6831775C591B02A3	BHFPME06	多重矿源 6							让你一次最多找到 $fg_multi 个矿源。	多重矿源 6 - 矿源数量：$fg_multi	
_68317B5C992B02A3	BHFPME07	多重矿源 7							让你一次最多找到 $fg_multi 个矿源。	多重矿源 7 - 矿源数量：$fg_multi	
_1078E3B66C1E4652	BHFPMF01	知识 1							获得所勘探矿源的更多信息。		
_1088E3B6AC1E4652	BHFPMF02	知识 2							获得所勘探矿源的更多信息。		
_1098E3B6EC1E4652	BHFPMF03	知识 3							获得所勘探矿源的更多信息。		
_0D575C79CE753187	BHFPMG01	加速勘探 1							将勘探时间缩短至 $fg_time 秒。	加速勘探 1 - 勘探时间：$fg_time	
_0D575C7A4E753187	BHFPMG02	加速勘探 2							将勘探时间缩短至 $fg_time 秒。	加速勘探 2 - 勘探时间：$fg_time	
_0D575C7BCE753187	BHFPMG03	加速勘探 3							将勘探时间缩短至 $fg_time 秒。	加速勘探 3 - 勘探时间：$fg_time	
_0D575C7C50753187	BHFPMG04	加速勘探 4							将勘探时间缩短至 $fg_time 秒。	加速勘探 4 - 勘探时间：$fg_time	
_0D575C7DD0753187	BHFPMG05	加速勘探 5							将勘探时间缩短至 $fg_time 秒。	加速勘探 5 - 勘探时间：$fg_time	
_A9DF7880C96DB6FA	BHFPMH01	提取时间加成 1							为原材料矿源的提取时间增加 5 秒。	提取时间加成 1 - 时长：$fg_src_time	
_6DC6A7B7DB8EFA72	BHFPMH02	提取时间加成 2							为原材料矿源的提取时间增加 7.5 秒。	提取时间加成 2 - 时长：$fg_src_time	
_4DE67148E41B56E3	BHFPMH03	提取时间加成 3							为原材料矿源的提取时间增加 10 秒。	提取时间加成 3 - 时长：$fg_src_time	
_4DE6714D662B56E3	BHFPMH04	提取时间加成 4							为原材料矿源的提取时间增加 15 秒。	提取时间加成 4 - 时长：$fg_src_time	
_4DE67148263B56E3	BHFPMH05	提取时间加成 5							为原材料矿源的提取时间增加 20 秒。	提取时间加成 5 - 时长：$fg_src_time	
_4DE6714DA64B56E3	BHFPMH06	提取时间加成 6							为原材料矿源的提取时间增加 25 秒。	提取时间加成 6 - 时长：$fg_src_time	
_4DE67148665B56E3	BHFPMH07	提取时间加成 7							为原材料矿源的提取时间增加 30 秒。	提取时间加成 7 - 时长：$fg_src_time	
_2A5142CC638040CB	BHFPMK01	最高良品材料							允许找到最高至良品与珍品的原材料。		
_6D673FB8ED7C70B7	BHFPMK02	最高上品材料							允许找到最高至上品与佳品的原材料。		
_A21167828B2735EF	BHFPMK03	最高极品材料							允许找到最高至极品与卓品的原材料。		
_A9122592730B09C9	BHFPMK04	最高至品材料							允许找到最高至至品与瑰品的原材料。		
_F259E45971466FDE	BHFPMK05	仅限良品材料							允许只找到良品与珍品的原材料。		
_E9C62B1554FD79F0	BHFPMK06	仅限上品材料							允许只找到上品与佳品的原材料。		
_51C04649443A620B	BHFPMK07	仅限极品材料							允许只找到极品与卓品的原材料。		
_914EC0E2CBBE8997	BHFPMK08	仅限至品材料							允许只找到至品与瑰品的原材料。		
_712A73B4692952BA	BHFPMM01	私有矿源							采集节 私有矿源。		
_065252FB70B15EC7	BHFPMM02	小队矿源							采集节 小队矿源。		
_953E9E830DA4F80C	BHFPMM03	公会矿源							采集节 公会矿源。		
_7E056946D248AD15	BHFEPA01	提取图样							从目标原材料矿源提取原材料。		
_11B41BF58DE7B047	BHFEPA02	养护图样							养护矿源以降低提取风险。		
_F1254E8FC97F6413	BHFECA01	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F097F6413	BHFECA02	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F497F6413	BHFECA03	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F8A7F6413	BHFECA04	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8FCA7F6413	BHFECA05	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F0A7F6413	BHFECA06	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F4A7F6413	BHFECA07	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F8B7F6413	BHFECA08	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8FCB7F6413	BHFECA09	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F898F6413	BHFECA10	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8FC98F6413	BHFECA11	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F098F6413	BHFECA12	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F498F6413	BHFECA13	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_F1254E8F8A8F6413	BHFECA14	提取代价 $BHFECA_TAG							提取的对等代价，消耗 $FOCUS 专注。		
_857F9473728E878E	BHFEOA01	地形专精							采集节 地形专精。		
_8558113907E46715	BHFEOB01	材料专精							采集节 材料专精。		
_96E3729B0C133901	BHFEOC01	保存							采集节 保存。		
_B98F753FB76C1DED	BHFEOD01	稳定							采集节 稳定。		
_2D5CFD7C869BF9FA	BHFEOE01	潜行							采集节 潜行。		
_FC8B64A57BA5B1C2	BHFEOF01	吸收矿源伤害							将矿源耐久所受冲击的一部分转化为对你角色的伤害。		
_D03258D3751E70F6	BHFEOG01	Kami 供品							向 Kami 捐献以平息其怒火。		
_684067CBCA792355	BHFEOH01	降低爆炸伤害							降低原材料矿源即将爆炸时受到的伤害。		
_280285959E6579CC	BHFEEA01	速度 1 - 激进版							提高提取速度 1。		
_28028995DE7579CC	BHFEEA02	速度 2 - 激进版							提高提取速度 2。		
_28028D951E8579CC	BHFEEA03	速度 3 - 激进版							提高提取速度 3。		
_280291955F9579CC	BHFEEA04	速度 4 - 激进版							提高提取速度 4。		
_280295959FA579CC	BHFEEA05	速度 5 - 激进版							提高提取速度 5。		
_28029995DFB579CC	BHFEEA06	速度 6 - 激进版							提高提取速度 6。		
_E6BAA2AF69A26C34	BHFEEA07	速度 1 - 温和版							提高提取速度 1（风险更低）。		
_E6BAA2B0AAB26C34	BHFEEA08	速度 2 - 温和版							提高提取速度 2（风险更低）。		
_E6BAA2B1EAC26C34	BHFEEA09	速度 3 - 温和版							提高提取速度 3（风险更低）。		
_E6BAA2B2A8E26C34	BHFEEA10	速度 4 - 温和版							提高提取速度 4（风险更低）。		
_E6BAA2B3E8F26C34	BHFEEA11	速度 5 - 温和版							提高提取速度 5（风险更低）。		
_E6BAA2B428026C34	BHFEEA12	速度 6 - 温和版							提高提取速度 6（风险更低）。		
_A14A53C941AF2928	BHFEEB01	速率 1 - 激进版							提高提取数量 1。		
_A14A53C981AF3128	BHFEEB02	速率 2 - 激进版							提高提取数量 2。		
_A14A53C9C1AF3928	BHFEEB03	速率 3 - 激进版							提高提取数量 3。		
_A14A53C902AF4128	BHFEEB04	速率 4 - 激进版							提高提取数量 4。		
_A14A53C942AF4928	BHFEEB05	速率 5 - 激进版							提高提取数量 5。		
_A14A53C982AF5128	BHFEEB06	速率 6 - 激进版							提高提取数量 6。		
_3B24C124D501A2AE	BHFEEB07	速率 1 - 温和版							提高提取数量 1（风险更低）。		
_3B24C1241601A6AF	BHFEEB08	速率 2 - 温和版							提高提取数量 2（风险更低）。		
_3B24C1245601AAB0	BHFEEB09	速率 3 - 温和版							提高提取数量 3（风险更低）。		
_3B24C1241411AEB1	BHFEEB10	速率 4 - 温和版							提高提取数量 4（风险更低）。		
_3B24C1245411B2B2	BHFEEB11	速率 5 - 温和版							提高提取数量 5（风险更低）。		
_3B24C1249411B6B3	BHFEEB12	速率 6 - 温和版							提高提取数量 6（风险更低）。		
_D1F51F751CE58A30	BHFEEC01	品质 10 - 激进版							提取最高品质 10 的材料。		
_11F51F765CE58A30	BHFEEC02	品质 20 - 激进版							提取最高品质 20 的材料。		
_51F51F779CE58A30	BHFEEC03	品质 30 - 激进版							提取最高品质 30 的材料。		
_92F51F78DDE58A30	BHFEEC04	品质 40 - 激进版							提取最高品质 40 的材料。		
_D2F51F791DE58A30	BHFEEC05	品质 50 - 激进版							提取最高品质 50 的材料。		
_12F51F7A5DE58A30	BHFEEC06	品质 60 - 激进版							提取最高品质 60 的材料。		
_52F51F7B9DE58A30	BHFEEC07	品质 70 - 激进版							提取最高品质 70 的材料。		
_93F51F7CDEE58A30	BHFEEC08	品质 80 - 激进版							提取最高品质 80 的材料。		
_D3F51F7D1EE58A30	BHFEEC09	品质 90 - 激进版							提取最高品质 90 的材料。		
_603683EC4671EA4C	BHFEEC10	品质 100 - 激进版							提取最高品质 100 的材料。		
_603687EC8671EE4C	BHFEEC11	品质 110 - 激进版							提取最高品质 110 的材料。		
_60368BECC671F24C	BHFEEC12	品质 120 - 激进版							提取最高品质 120 的材料。		
_60368FEC0671F64C	BHFEEC13	品质 130 - 激进版							提取最高品质 130 的材料。		
_603693EC4771FA4C	BHFEEC14	品质 140 - 激进版							提取最高品质 140 的材料。		
_603697EC8771FE4C	BHFEEC15	品质 150 - 激进版							提取最高品质 150 的材料。		
_60369BECC771024C	BHFEEC16	品质 160 - 激进版							提取最高品质 160 的材料。		
_60369FEC0771064C	BHFEEC17	品质 170 - 激进版							提取最高品质 170 的材料。		
_6036A3EC48710A4C	BHFEEC18	品质 180 - 激进版							提取最高品质 180 的材料。		
_6036A7EC88710E4C	BHFEEC19	品质 190 - 激进版							提取最高品质 190 的材料。		
_603683ED4681EA4D	BHFEEC20	品质 200 - 激进版							提取最高品质 200 的材料。		
_603687ED8681EE4D	BHFEEC21	品质 210 - 激进版							提取最高品质 210 的材料。		
_60368BEDC681F24D	BHFEEC22	品质 220 - 激进版							提取最高品质 220 的材料。		
_60368FED0681F64D	BHFEEC23	品质 230 - 激进版							提取最高品质 230 的材料。		
_603693ED4781FA4D	BHFEEC24	品质 240 - 激进版							提取最高品质 240 的材料。		
_603697ED8781FE4D	BHFEEC25	品质 250 - 激进版							提取最高品质 250 的材料。		
_05A92D359A1517A7	BHFEEC26	品质 10 - 温和版							温和地提取最高品质 10 的材料。		
_05A93136DA1517A7	BHFEEC27	品质 20 - 温和版							温和地提取最高品质 20 的材料。		
_05A935371B1517A7	BHFEEC28	品质 30 - 温和版							温和地提取最高品质 30 的材料。		
_05A939385B1517A7	BHFEEC29	品质 40 - 温和版							温和地提取最高品质 40 的材料。		
_05A93D39192517A7	BHFEEC30	品质 50 - 温和版							温和地提取最高品质 50 的材料。		
_05A9413A592517A7	BHFEEC31	品质 60 - 温和版							温和地提取最高品质 60 的材料。		
_05A9453B992517A7	BHFEEC32	品质 70 - 温和版							温和地提取最高品质 70 的材料。		
_05A9493CD92517A7	BHFEEC33	品质 80 - 温和版							温和地提取最高品质 80 的材料。		
_05A94D3D1A2517A7	BHFEEC34	品质 90 - 温和版							温和地提取最高品质 90 的材料。		
_327081E8CCC4CB49	BHFEEC35	品质 100 - 温和版							温和地提取最高品质 100 的材料。		
_727085E80CC4CB49	BHFEEC36	品质 110 - 温和版							温和地提取最高品质 110 的材料。		
_B27089E84CC4CB49	BHFEEC37	品质 120 - 温和版							温和地提取最高品质 120 的材料。		
_F2708DE88DC4CB49	BHFEEC38	品质 130 - 温和版							温和地提取最高品质 130 的材料。		
_337091E8CDC4CB49	BHFEEC39	品质 140 - 温和版							温和地提取最高品质 140 的材料。		
_737095E88BD4CB49	BHFEEC40	品质 150 - 温和版							温和地提取最高品质 150 的材料。		
_B37099E8CBD4CB49	BHFEEC41	品质 160 - 温和版							温和地提取最高品质 160 的材料。		
_F3709DE80BD4CB49	BHFEEC42	品质 170 - 温和版							温和地提取最高品质 170 的材料。		
_3470A1E84BD4CB49	BHFEEC43	品质 180 - 温和版							温和地提取最高品质 180 的材料。		
_7470A5E88CD4CB49	BHFEEC44	品质 190 - 温和版							温和地提取最高品质 190 的材料。		
_328081E9CCD4CB49	BHFEEC45	品质 200 - 温和版							温和地提取最高品质 200 的材料。		
_728085E90CD4CB49	BHFEEC46	品质 210 - 温和版							温和地提取最高品质 210 的材料。		
_B28089E94CD4CB49	BHFEEC47	品质 220 - 温和版							温和地提取最高品质 220 的材料。		
_F2808DE98DD4CB49	BHFEEC48	品质 230 - 温和版							温和地提取最高品质 230 的材料。		
_338091E9CDD4CB49	BHFEEC49	品质 240 - 温和版							温和地提取最高品质 240 的材料。		
_738095E98BE4CB49	BHFEEC50	品质 250 - 温和版							温和地提取最高品质 250 的材料。		
_E59EC94ADD635061	BHFEMA01	森林专精							在森林区域收获时，降低速率与品质节的激进程度。		
_E5AEA1481D635060	BHFEMA02	沙漠专精							在沙漠区域收获时，降低速率与品质节的激进程度。		
_655DE14E5D63145A	BHFEMA03	丛林专精							在丛林区域收获时，降低速率与品质节的激进程度。		
_905285EC094D5970	BHFEMA04	湖泊专精							在湖泊区域收获时，降低速率与品质节的激进程度。		
_31E81D027CE6B012	BHFEMA05	原始根须专精							在原始根须区域收获时，降低速率与品质节的激进程度。		
_1333D1E1894D5970	BHFEMA06	Atys 专精							降低速率与品质节的激进程度		
_301B4D8197ED7A7A	BHFEMB01	树液组专精							提高品质并降低速度节的激进程度。		
_7286C45EFF1131E7	BHFEMB02	琥珀组专精							提高品质并降低速度节的激进程度。		
_695997C980DF47D5	BHFEMB03	节结组专精							提高品质并降低速度节的激进程度。		
_7286B463801131E7	BHFEMB04	纤维组专精							提高品质并降低速度节的激进程度。		
_EA3A5FBD01DF47D5	BHFEMB05	树皮组专精							提高品质并降低速度节的激进程度。		
_29696FCE41DF47D5	BHFEMB06	种子组专精							提高品质并降低速度节的激进程度。		
_34B6B070401131E1	BHFEMB07	甲壳组专精							提高品质并降低速度节的激进程度。		
_7397A46FC10F31C3	BHFEMB09	树脂组专精							提高品质并降低速度节的激进程度。		
_310997D2C0EFC7D5	BHFEMB10	木材组专精							提高品质并降低速度节的激进程度。		
_8650E9850C113A93	BHFEMB11	建造材料组专精							提高品质并降低速度节的激进程度。		
_286A441474BA711F	BHFEMB12	食物组专精							提高品质并降低速度节的激进程度。		
_02C7DCE0EA48AC24	BHFEMB13	胶质组专精							提高品质并降低速度节的激进程度。		
_7DA1A131FF7DEFED	BHFEMB14	昆虫组专精							提高品质并降低速度节的激进程度。		
_F65D013DF2CD5CBE	BHFEMB15	Kitin 组专精							提高品质并降低速度节的激进程度。		
_CAC049613E46DC0A	BHFEMB16	有害材料组专精							提高品质并降低速度节的激进程度。		
_4431F5920D213A84	BHFEMB17	防腐材料组专精							提高品质并降低速度节的激进程度。		
_30D86D7D170D7A5A	BHFEMB23	油组专精							提高品质并降低速度节的激进程度。		
_81CB05EA83C9B4E7	BHFEMC01	保存 1							延长原材料矿源的存续时间，避免其过早消失及区域可能被采尽。		
_81CB05EAC3C9B8E7	BHFEMC02	保存 2							延长原材料矿源的存续时间，避免其过早消失及区域可能被采尽。		
_81CB05EA03C9BCE7	BHFEMC03	保存 3							延长原材料矿源的存续时间，避免其过早消失及区域可能被采尽。		
_81CB05EA44C9C0E7	BHFEMC04	保存 4							延长原材料矿源的存续时间，避免其过早消失及区域可能被采尽。		
_81CB05EA84C9C4E7	BHFEMC05	保存 5							延长原材料矿源的存续时间，避免其过早消失及区域可能被采尽。		
_48BB46D16931A243	BHFEMD01	稳定 1							提高原材料矿源的稳定性，防止其爆炸或释放毒云。		
_48CB46D1A931A243	BHFEMD02	稳定 2							提高原材料矿源的稳定性，防止其爆炸或释放毒云。		
_48DB46D1E931A243	BHFEMD03	稳定 3							提高原材料矿源的稳定性，防止其爆炸或释放毒云。		
_48EB46D12A31A243	BHFEMD04	稳定 4							提高原材料矿源的稳定性，防止其爆炸或释放毒云。		
_48FB46D16A31A243	BHFEMD05	稳定 5							提高原材料矿源的稳定性，防止其爆炸或释放毒云。		
_794B24F6A48C3DF2	BHFEME01	潜行 1							采集节 潜行 1。		
_795B24F7E48C3DF2	BHFEME02	潜行 2							采集节 潜行 2。		
_796B24F8248C3DF2	BHFEME03	潜行 3							采集节 潜行 3。		
_797B24F9658C3DF2	BHFEME04	潜行 4							采集节 潜行 4。		
_798B24FAA58C3DF2	BHFEME05	潜行 5							采集节 潜行 5。		
_17A913E2447F395E	BHFEMG01	吸收矿源伤害 $FG_ABS_SRC_DMG%							将矿源耐久所受冲击的 $FG_ABS_SRC_DMG% 转化为对你角色的伤害。		
